name,2018-11-16,2018-11-17,2018-11-21,2018-11-22,2018-11-23,2018-11-24,2018-11-25,2018-11-26,2018-11-27,2018-11-28,2018-11-29,2018-11-30,2018-12-01,2018-12-02,2018-12-03,2018-12-04,2018-12-05,2018-12-06,2018-12-07
50个州 2,"0,93336","0,93342","0,93377","0,93386","0,93392",0,0,"0,93428","0,93441","0,93444","0,93453","0,93462",0,0,"0,93504","0,93507","0,93522","0,93527","0,93537"
故事,"0,382887","0,382904","0,383077","0,383120","0,383141",0,0,"0,383249","0,383283","0,383296","0,383323","0,383358",0,0,"0,383487","0,383504","0,383534","0,383562","0,383597"
每周新闻 1,"0,110077","0,110098","0,110338","0,110405","0,110456",0,0,"0,110629","0,110701","0,110734","0,110792","0,110845",0,0,"0,111012","0,111051","0,111124","0,111171","0,111230"
奥斯卡季,"0,52786","0,52820","0,52985",0,"0,53053",0,0,"0,53177","0,53216","0,53237","0,53266","0,53308",0,0,"0,53429","0,53455","0,53508","0,53546","0,53592"
远走高飞,"0,165155","0,165164","0,165212","0,165232","0,165238",0,0,"0,165305","0,165325","0,165341","0,165361","0,165384",0,0,"0,165446","0,165457","0,165481","0,165499","0,165513"
你的职业有趣吗？,"0,384901","0,384909","0,384983","0,384996","0,385005",0,0,"0,385054","0,385066","0,385085","0,385091","0,385109",0,0,"0,385155","0,385167","0,385190","0,385200","0,385223"
美国的教育,"0,583782","0,583835","0,585440",0,"0,585562",0,0,"0,586925","0,586981","0,587063","0,587103","0,587149",0,0,"0,587408","0,587446","0,587501","0,587536","0,587591"
出去喝咖啡,"0,193347","0,193837","0,201063","0,201109","0,201132",0,0,"0,204139","0,205137","0,207510","0,208342","0,208381",0,0,"0,211672","0,211695","0,211738","0,211760","0,211791"
名著,"0,240423","0,240442","0,240592","0,240640","0,240673",0,0,"0,240752","0,240777","0,240807","0,240838","0,240876",0,0,"0,240976","0,240985","0,241015","0,241037","0,241064"
下班后,"0,246146","0,246152","0,246236","0,246256","0,246278",0,0,"0,246352","0,246376","0,246400","0,246416","0,246440",0,0,"0,246515","0,246527","0,246564","0,246581","0,246605"
买东西,"0,387259","0,387282","0,387398","0,387434","0,387463",0,0,"0,387558","0,387583","0,387618","0,387651","0,387679",0,0,"0,387781","0,387801","0,387848","0,387890","0,387920"
因与果,"0,79210","0,79218","0,79260","0,79283","0,79295",0,0,"0,79335","0,79348","0,79368","0,79390","0,79405",0,0,"0,79465","0,79474","0,79490","0,79502","0,79512"
有史以来最烂的电影,"0,72055","0,72063","0,72157","0,72169","0,72191",0,0,0,"0,72307","0,72334","0,72356","0,72386",0,0,"0,72461","0,72473","0,72498","0,72525","0,72552"
世界地球日,"0,56108","0,56114","0,56163","0,56181",0,0,0,"0,56241","0,56260","0,56276","0,56295","0,56314",0,0,"0,56370","0,56376","0,56388","0,56400","0,56414"
求同存异,"0,77836","0,77852","0,77947","0,77973",0,0,0,"0,78048","0,78088","0,78103","0,78131","0,78158",0,0,"0,78247","0,78259","0,78289","0,78309","0,78332"
美国餐馆,"0,219040","0,219067","0,219917","0,219944","0,219972",0,0,"0,220662","0,220687","0,220729","0,220764","0,220814",0,0,"0,220928","0,220949","0,220994","0,221011","0,221041"
父辈的传承,"0,133640","0,133650","0,133743","0,133773","0,133794",0,0,"0,133888","0,133907","0,133931","0,133959","0,133994",0,0,"0,134105","0,134135","0,134173","0,134195","0,134231"
转移话题,"0,105387","0,105394","0,105450","0,105468","0,105485",0,0,"0,105530","0,105548","0,105570","0,105588","0,105608",0,0,"0,105674","0,105684","0,105706","0,105716","0,105725"
迫不得已,"0,172059","0,172064","0,172129","0,172145","0,172161",0,0,"0,172212","0,172227","0,172250","0,172260","0,172283",0,0,"0,172332","0,172346","0,172371","0,172390","0,172401"
未解神秘空难,"0,58522","0,58529","0,58562","0,58570","0,58580",0,0,"0,58622","0,58630","0,58644","0,58650","0,58661",0,0,"0,58696","0,58703","0,58710","0,58719","0,58726"
现在几点了？,"0,432578","0,432604","0,432757","0,432784","0,432805",0,0,"0,432877","0,432906","0,432920","0,432939","0,432966",0,0,"0,433059","0,433073","0,433104","0,433122","0,433141"
商法,"0,94027","0,94032","0,94111","0,94133","0,94145",0,0,"0,94211","0,94231","0,94244","0,94264","0,94289",0,0,"0,94337","0,94356","0,94387","0,94407","0,94431"
周末过得如何？,"0,247925","0,247954","0,249843",0,"0,249915",0,0,"0,250074","0,250109","0,250149","0,250185","0,250222",0,0,"0,251885","0,251917","0,251972","0,252017","0,252073"
三只小猪,"0,549550","0,549571","0,549711","0,549734","0,549757",0,0,"0,549881","0,549896","0,549921","0,549949","0,550002",0,0,"0,550124","0,550135","0,550177","0,550198","0,550224"
你觉得怎么样？,"0,117815","0,117828","0,117902","0,117924","0,117938",0,0,"0,117982","0,118001","0,118028","0,118050","0,118071",0,0,"0,118140","0,118165","0,118186","0,118201","0,118222"
欢迎使用英语流利说,"0,9719622","0,9719652","0,9719840",0,"0,9719930",0,0,"0,9720081","0,9720121","0,9720167","0,9720218","0,9720257",0,0,"0,9720410","0,9720438","0,9720485","0,9720529","0,9720574"
每周新闻 4,"0,93380","0,93399","0,93550",0,"0,93635",0,0,"0,93756","0,93779","0,93828","0,93871","0,93916",0,0,"0,94025","0,94052","0,94100","0,94141","0,94170"
泰国,"0,106366","0,106381","0,106501",0,"0,106581",0,0,"0,106685","0,106712","0,106734","0,106761","0,106792",0,0,"0,106882","0,106902","0,106952","0,106974","0,107010"
选择,"0,137947","0,137970","0,138087",0,"0,138149",0,0,"0,138263","0,138299","0,138314","0,138342","0,138389",0,0,"0,138517","0,138569","0,138620","0,138656","0,138705"
观光游览,"0,188789","0,188797","0,188883",0,"0,188923",0,0,"0,189001","0,189026","0,189048","0,189069","0,189095",0,0,"0,189169","0,189183","0,189213","0,189238","0,189264"
学开车,"0,81566","0,81577","0,81717",0,"0,81797",0,0,"0,81895","0,81931","0,81960","0,82004","0,82033",0,"0,82095","0,82138","0,82156","0,82199","0,82222","0,82246"
小诗,"0,207149","0,207156","0,207208",0,"0,207229",0,0,"0,207277","0,207284","0,207291","0,207311","0,207325",0,0,"0,207372","0,207379","0,207396","0,207407","0,207418"
办杂事,"0,79265","0,79280","0,79382",0,"0,79434",0,0,"0,79532","0,79554","0,79579","0,79609","0,79643",0,0,"0,79725","0,79738","0,79775","0,79791","0,79822"
买衣服,"0,565142","0,565151","0,4493304","0,4493331","0,4493350",0,0,"0,4493437","0,565308","0,4493490","0,565341","0,565355",0,0,"0,565416","0,565430","0,565450","0,565468","0,4493964"
思念是一种病,"0,92582","0,92589","0,92646",0,"0,92679",0,0,"0,92734","0,92746","0,92760","0,92776","0,92799",0,0,"0,92851","0,92863","0,92894","0,92902","0,92910"
旅行的时间,"0,234629","0,234649","0,234766",0,"0,234819",0,0,"0,234927","0,234960","0,234983","0,235008","0,235034",0,"0,235083","0,235123","0,235143","0,235182","0,235202","0,235239"
每周新闻 5,"0,100983","0,101003","0,101153",0,"0,101218",0,0,"0,101330","0,101347","0,101389","0,101433","0,101492",0,0,"0,101595","0,101618","0,101664","0,101688","0,101722"
驾车挑战,"0,58316","0,58322","0,58405",0,"0,58438",0,0,"0,58504","0,58523","0,58547","0,58563","0,58588",0,0,"0,58647","0,58669","0,58699","0,58718","0,58734"
计算机部件,"0,71388","0,71401","0,71462",0,0,0,0,"0,71554","0,71573","0,71587","0,71604","0,71628",0,0,"0,71694","0,71709","0,71730","0,71744","0,71755"
在美国过新年,"0,51035","0,51047","0,51102",0,"0,51123",0,0,"0,51155","0,51167","0,51179","0,51194","0,51212",0,0,"0,51252","0,51260","0,51273","0,51279","0,51292"
带外国朋友旅游,"0,175471","0,175482","0,175546",0,"0,175606",0,0,"0,175668","0,175686","0,175703","0,175721","0,175740",0,"0,175776","0,175794","0,175802","0,175823","0,175835","0,175852"
出行,"0,185888","0,185909","0,186059","0,186099","0,186136",0,0,"0,186259","0,186299","0,186368","0,186415","0,186492",0,0,"0,186638","0,186656","0,186713","0,186748","0,186778"
情人节 2014,"0,225283","0,225295","0,225367","0,225385","0,225400",0,0,"0,225460","0,225469","0,225482","0,225490","0,225505",0,0,"0,225583","0,225593","0,225609","0,225621","0,225637"
味道如何？,"0,168108","0,168123","0,168221","0,168256","0,168279",0,0,0,"0,168391","0,168419","0,168453","0,168482",0,0,"0,168574","0,168589","0,168624","0,168647","0,168669"
每周新闻 2,"0,64586","0,64606","0,64865","0,64966","0,65027",0,0,"0,65232","0,65326","0,65360","0,65420","0,65477",0,0,"0,65625","0,65704","0,65870","0,65983","0,66081"
50个州 3,"0,96266","0,96271","0,96299","0,96307","0,96311",0,0,"0,96335","0,96345","0,96347","0,96354","0,96359",0,0,"0,96397","0,96400","0,96409","0,96415","0,96423"
PM2.5,"0,57272","0,57278","0,57330","0,57350","0,57363",0,0,"0,57382","0,57393","0,57409","0,57426","0,57439",0,0,"0,57494","0,57501","0,57519","0,57529","0,57543"
有多少？,"0,307411","0,307425","0,307600","0,307638","0,307667",0,0,"0,307794","0,307829","0,307865","0,307902","0,307936",0,0,"0,308070","0,308090","0,308129","0,308152","0,308192"
简单除法,"0,198845","0,198858","0,198929","0,198942","0,198954",0,0,"0,199015","0,199033","0,199057","0,199075","0,199102",0,0,"0,199160","0,199175","0,199187","0,199197","0,199206"
50个州 4,"0,101625","0,101630","0,101661","0,101672","0,101678",0,0,"0,101706","0,101710","0,101720","0,101733","0,101741",0,0,"0,101774","0,101777","0,101785","0,101791","0,101801"
每周新闻 3,"0,84340","0,84360","0,84528","0,84572","0,84612",0,0,"0,84748","0,84780","0,84831","0,84880","0,84924",0,0,"0,85049","0,85079","0,85147","0,85192","0,85234"
未来旅行计划,"0,137844","0,137847","0,137897","0,137913","0,137919",0,0,"0,137990","0,138001","0,138011","0,138024","0,138046",0,0,"0,138110","0,138118","0,138148","0,138162","0,138184"
50个州 5,"0,112685","0,112691","0,112723","0,112733","0,112741",0,0,"0,112772","0,112780","0,112791","0,112799","0,112809",0,0,"0,112849","0,112852","0,112863","0,112869","0,112876"
新年快乐！,"0,103839","0,103888","0,104138","0,104178",0,0,0,"0,104376","0,104407","0,104447","0,104493","0,104545",0,"0,104690","0,104758","0,104793","0,104864","0,104907","0,104957"
专题新闻：中国登月,"0,57785","0,57788","0,57843","0,57855","0,57872",0,0,"0,57918","0,57932","0,57947","0,57960","0,57972",0,0,"0,58027","0,58034","0,58058","0,58071","0,58081"
日常习惯,"0,345284","0,345299","0,345396",0,0,0,0,"0,345508","0,345526","0,345545","0,345564","0,345594",0,0,"0,345662","0,345672","0,345692","0,345713","0,345733"
太阳是很热的,"0,293318","0,293325","0,293389",0,"0,293416",0,0,"0,293469","0,293485","0,293503","0,293513","0,293534",0,0,"0,293579","0,293589","0,293600","0,293618","0,293627"
太空旅行,"0,39460","0,39481","0,39651",0,"0,39731",0,0,"0,39862","0,39885","0,39922","0,39966","0,40003",0,0,"0,40146","0,40177","0,40225","0,40262","0,40299"
童年的回忆,"0,124497","0,124506","0,124572","0,124598","0,124615",0,0,"0,124674","0,124689","0,124703","0,124722","0,124741",0,0,"0,124822","0,124836","0,124855","0,124869","0,124880"
教室里的故事,"0,491857","0,491869","0,491942","0,491959","0,491971",0,0,"0,492018","0,492033","0,492050","0,492061","0,492080",0,0,"0,492128","0,492150","0,492163","0,492175","0,492190"
再次核实,"0,81738","0,81747","0,81789","0,81806","0,81816",0,0,"0,81860","0,81872","0,81887","0,81892","0,81906",0,0,"0,81944","0,81957","0,81975","0,81990","0,82005"
导演和演员,"0,104197","0,104201","0,104225",0,"0,104242",0,0,"0,104268","0,104272","0,104276","0,104282","0,104292",0,0,"0,104313","0,104318","0,104330","0,104332","0,104341"
神探夏洛克,"0,273376","0,273918","0,274180","0,274199","0,274217",0,0,"0,274273","0,274282","0,274296","0,275769","0,276761",0,0,"0,277272","0,277286","0,277313","0,277327","0,277986"
每周新闻 6,"0,198366","0,198396","0,198647","0,198713","0,198759",0,0,"0,198970","0,199026","0,199101","0,199165","0,199237",0,0,"0,199443","0,199489","0,199587","0,199642","0,199696"
电视节目,"0,169745","0,170278","0,170531","0,170544","0,170545",0,0,"0,170582","0,170600","0,170614","0,172474","0,173561",0,0,"0,173970","0,173979","0,173996","0,174005","0,174688"
古代文明,"0,90025","0,90035","0,90124","0,90144","0,90162",0,0,"0,90241","0,90263","0,90275","0,90296","0,90323",0,0,"0,90400","0,90411","0,90439","0,90462","0,90479"
方位介词,"0,316878","0,316902","0,317145","0,317195","0,317226",0,0,"0,317379","0,317404","0,317447","0,317487","0,317533",0,0,"0,317701","0,317728","0,317782","0,317812","0,317849"
中东美食,"0,98346","0,98358","0,98423","0,98442","0,98460",0,0,0,"0,98549","0,98569","0,98590","0,98617",0,0,"0,98707","0,98719","0,98752","0,98779","0,98799"
反抗的历史,"0,51989","0,51993","0,52045","0,52064","0,52077",0,0,0,"0,52125","0,52133","0,52150","0,52165",0,0,"0,52212","0,52225","0,52239","0,52255","0,52267"
企业失败案例,"0,76411","0,76420","0,76501","0,76520","0,76538",0,0,"0,76615","0,76633","0,76651","0,76665","0,76689",0,0,"0,76737","0,76747","0,76771","0,76792","0,76810"
情感,"0,271057","0,271062","0,271097","0,271115","0,271132",0,0,0,"0,271183","0,271191","0,271196","0,271205",0,0,"0,271239","0,271245","0,271255","0,271262","0,271273"
加拿大省份,"0,91821","0,91828","0,91869","0,91890","0,91899",0,0,"0,91949","0,91959","0,91972","0,91986","0,92003",0,0,"0,92054","0,92061","0,92078","0,92087","0,92095"
公共服务,"0,117825","0,117848","0,118064","0,118122","0,118165",0,0,"0,118371","0,118414","0,118495","0,118556","0,118619",0,0,"0,118816","0,118851","0,118920","0,118965","0,119026"
请坐,"0,224615","0,224621","0,224678","0,224694","0,224700",0,0,"0,224748","0,224759","0,224774","0,224782","0,224804",0,0,"0,224835","0,224843","0,224865","0,224880","0,224893"
当你出门的时候,"0,294128","0,294135","0,294171","0,294185","0,294197",0,0,0,"0,294238","0,294248","0,294259","0,294272",0,0,"0,294311","0,294316","0,294327","0,294335","0,294338"
日常用钱,"0,159001","0,159013","0,159081","0,159098","0,159118",0,0,"0,159175","0,159192","0,159208","0,159239","0,159264",0,0,"0,159351","0,159367","0,159389","0,159405","0,159422"
每一天我……,"0,365711","0,365716","0,365752","0,365766","0,365780",0,0,"0,365809","0,365819","0,365834","0,365849","0,365861",0,0,"0,365903","0,365911","0,365923","0,365935","0,365943"
基础会计,"0,158827","0,158837","0,158935","0,158967","0,158984",0,0,"0,159077","0,159097","0,159127","0,159156","0,159190",0,"0,159229","0,159258","0,159274","0,159306","0,159329","0,159358"
美国购物,"0,203406","0,203439","0,203937","0,204033","0,204106",0,0,"0,204507","0,204619","0,204661","0,204747","0,204862",0,0,"0,205126","0,205164","0,205261","0,205332","0,205418"
了不起的盖茨比,"0,163954","0,163961","0,164027","0,164041","0,164055",0,0,"0,164159","0,164180","0,164213","0,164274","0,164294",0,0,"0,164369","0,164376","0,164394","0,164411","0,164422"
罗马尼亚金矿,"0,49438","0,49439","0,49475","0,49478","0,49489",0,0,"0,49532","0,49549","0,49557","0,49567","0,49577",0,0,"0,49611","0,49612","0,49625","0,49636","0,49647"
斯坦利·库布里克,"0,32111","0,32114","0,32131","0,32136","0,32143",0,0,"0,32166","0,32174","0,32180","0,32191","0,32201",0,"0,32221","0,32233","0,32237","0,32243","0,32248","0,32254"
我的身体,"0,390942","0,391117","0,392382","0,392767",0,0,0,"0,394344","0,394707","0,394943","0,395262","0,395608",0,0,"0,397087","0,397418","0,397897","0,398312","0,398836"
各式各样的飞机,"0,45673","0,45682","0,45733","0,45749","0,45762",0,0,"0,45800","0,45824","0,45832","0,45846","0,45858",0,0,"0,45908","0,45915","0,45934","0,45944","0,45956"
家人,"0,488810","0,488826","0,488908","0,488929","0,488970",0,0,"0,489031","0,489056","0,489071","0,489093","0,489114",0,0,"0,489190","0,489202","0,489224","0,489242","0,489256"
水果,"0,676285","0,676313","0,676505","0,676550","0,676577",0,0,"0,676704","0,676755","0,676777","0,676819","0,676868",0,0,"0,677021","0,677046","0,677086","0,677135","0,677167"
德国,"0,69432","0,69435","0,69495","0,69510","0,69521",0,0,"0,69583","0,69605","0,69612","0,69626","0,69645",0,0,"0,69698","0,69710","0,69732","0,69738","0,69754"
万圣节,"0,175488","0,175497","0,175555","0,175572","0,175583",0,0,0,"0,175658","0,175664","0,175675","0,175692",0,0,"0,175747","0,175751","0,175764","0,175773","0,175784"
旅行打包,"0,105757","0,105764","0,105844","0,105867","0,105889",0,0,"0,105994","0,106029","0,106047","0,106069","0,106097",0,0,"0,106187","0,106203","0,106240","0,106262","0,106289"
风暴电音节,"0,39806","0,39824","0,39888","0,39899","0,39917",0,0,"0,39968","0,39990","0,39998","0,40013","0,40026",0,0,"0,40091","0,40102","0,40124","0,40138","0,40157"
动物的语言,"0,296058","0,296290","0,297715","0,297932","0,298113",0,0,"0,300946","0,301717","0,301812","0,301976","0,302150",0,0,"0,302810","0,302943","0,303151","0,303508","0,303728"
觑味,"0,163490","0,163500","0,163608","0,163627","0,163640",0,0,"0,163701","0,163721","0,163734","0,163754","0,163768",0,0,"0,163837","0,163853","0,163882","0,163892","0,163902"
损失345亿！,"0,51546","0,51553","0,51600","0,51610","0,51620",0,0,"0,51672","0,51691","0,51700","0,51716","0,51724",0,0,"0,51768","0,51774","0,51796","0,51807","0,51824"
感恩节,"0,115042","0,115055","0,115242","0,115419","0,115665",0,0,"0,115980","0,116011","0,116023","0,116038","0,116066",0,0,"0,116183","0,116191","0,116215","0,116232","0,116254"
行李,"0,175446","0,175451","0,175518","0,175540","0,175557",0,0,"0,175610","0,175636","0,175643","0,175660","0,175686",0,0,"0,175745","0,175759","0,175787","0,175800","0,175823"
友情晚宴,"0,67015","0,67022","0,67066","0,67085","0,67098",0,0,"0,67138","0,67148","0,67162","0,67172","0,67182",0,"0,67212","0,67226","0,67236","0,67255","0,67265","0,67274"
简单减法,"0,213427","0,213436","0,213490","0,213504","0,213513",0,0,"0,213553","0,213570","0,213575","0,213587","0,213602",0,0,"0,213646","0,213650","0,213664","0,213671","0,213677"
住酒店 4,"0,120396","0,120412","0,120572","0,120613","0,120645",0,0,"0,120768","0,120794","0,120832","0,120867","0,120908",0,0,"0,121022","0,121041","0,121087","0,121116","0,121157"
住酒店 2,"0,140513","0,140531","0,140692","0,140733","0,140768",0,0,"0,140896","0,140930","0,140988","0,141026","0,141068",0,0,"0,141200","0,141218","0,141271","0,141304","0,141347"
未来经理人 1,"0,73777","0,73785","0,73844","0,73863","0,73876",0,0,"0,73922","0,73935","0,73949","0,73970","0,73983",0,0,"0,74025","0,74032","0,74050","0,74064","0,74074"
机场 3,"0,111197","0,111216","0,111345","0,111382","0,111411",0,0,"0,111540","0,111569","0,111602","0,111629","0,111666",0,0,"0,111764","0,111793","0,111837","0,111863","0,111902"
住酒店 3,"0,134135","0,134149","0,134301","0,134341","0,134374",0,0,"0,134510","0,134540","0,134589","0,134627","0,134671",0,0,"0,134783","0,134805","0,134854","0,134884","0,134917"
筹划婚礼,"0,56002","0,56049","0,56341","0,56406","0,56451",0,0,"0,56844","0,56900","0,56968","0,57048","0,57118",0,0,"0,57415","0,57491","0,57587","0,57676","0,57776"
未来经理人 3,"0,59746","0,59759","0,59846","0,59869","0,59883",0,0,"0,59964","0,59982","0,60006","0,60040","0,60068",0,0,"0,60152","0,60170","0,60200","0,60231","0,60258"
婚宴,"0,1099081","0,1099091","0,1099164","0,1099190","0,1099214",0,0,"0,1099282","0,1099301","0,1099312","0,1099331","0,1099361",0,0,"0,1099441","0,1099449","0,1099463","0,1099479","0,1099492"
精打细算的婚礼,"0,59474","0,59487","0,59585","0,59616","0,59640",0,0,"0,59754","0,59778","0,59803","0,59832","0,59863",0,0,"0,59982","0,59997","0,60031","0,60063","0,60093"
"文化101, 1","0,70288","0,70292","0,70364","0,70397","0,70422",0,0,"0,70509","0,70533","0,70558","0,70588","0,70614",0,0,"0,70711","0,70730","0,70759","0,70777","0,70805"
未来经理人 2,"0,55301","0,55308","0,55357","0,55369","0,55378",0,0,"0,55427","0,55444","0,55457","0,55482","0,55494",0,0,"0,55535","0,55542","0,55559","0,55574","0,55583"
文化101 2,"0,72535","0,72537","0,72604","0,72625","0,72637",0,0,"0,72718","0,72737","0,72755","0,72770","0,72790",0,0,"0,72862","0,72874","0,72902","0,72918","0,72952"
外出就餐,"0,293432","0,293526","0,294166","0,294213",0,0,0,"0,294570","0,294602","0,294944","0,295075","0,295121",0,0,"0,295495","0,295510","0,295583","0,295608","0,295652"
史无前例的电影,"0,110586","0,110608","0,110755","0,110781","0,110803",0,0,"0,110871","0,110889","0,110923","0,110944","0,110971",0,0,"0,111064","0,111097","0,111132","0,111153","0,111192"
国家与国籍 3,"0,243123","0,243130","0,243165","0,243179","0,243188",0,0,"0,243220","0,243228","0,243241","0,243257","0,243266",0,0,"0,243303","0,243310","0,243326","0,243339","0,243351"
公事而已,"0,150368","0,150372","0,150422","0,150438","0,150442",0,0,"0,150479","0,150490","0,150503","0,150516","0,150533",0,0,"0,150561","0,150566","0,150581","0,150593","0,150603"
国家与国籍 1,"0,233271","0,233327","0,233741","0,233863","0,233955",0,0,"0,234370","0,234512","0,234681","0,234816","0,234952",0,0,"0,235465","0,235562","0,235725","0,235853","0,236000"
斯诺登,"0,79685","0,79688","0,79727","0,79740","0,79752",0,0,"0,79785","0,79791","0,79800","0,79807","0,79820",0,0,"0,79853","0,79856","0,79867","0,79871","0,79884"
耳边音乐,"0,192703","0,192836","0,193633","0,193769","0,193883",0,0,"0,194328","0,194409","0,194521","0,194635","0,194768",0,0,"0,195264","0,195348","0,195497","0,195594","0,195727"
离家出走,"0,44467","0,44484","0,44596","0,44618","0,44646",0,0,0,"0,44806","0,44830","0,44854","0,44885",0,0,"0,45029","0,45052","0,45097","0,45135","0,45188"
制衣工厂,"0,169668","0,169673","0,169735","0,169759","0,169767",0,0,"0,169813","0,169824","0,169842","0,169851","0,169865",0,0,"0,169901","0,169907","0,169926","0,169939","0,169956"
欧洲徒步,"0,92340","0,92344","0,92393","0,92408","0,92421",0,0,"0,92479","0,92495","0,92510","0,92523","0,92536",0,0,"0,92594","0,92608","0,92631","0,92639","0,92664"
剖析音乐,"0,97802","0,97812","0,97894","0,97904","0,97921",0,0,"0,97960","0,97984","0,97992","0,98017","0,98033",0,0,"0,98090","0,98102","0,98121","0,98132","0,98142"
紧张叙利亚,"0,75807","0,75810","0,75848","0,75859","0,75871",0,0,"0,75889","0,75898","0,75902","0,75913","0,75925",0,0,"0,75957","0,75963","0,75977","0,75983","0,75992"
